Company,domain,full_url,LinkedIn,Category,confidence_flag
Measure Global Ops,https://measure.com,https://www.linkedin.com/company/measure-uav,,,
Measure UAS,measure.com,https://www.measure.com,https://www.linkedin.com/company/measure-uav,Inspection (Energy / Infrastructure),high
MMC UAV,mmcuav.com,https://mmcuav.com,https://www.linkedin.com/company/mmc-uav,Hardware,high
MMC UAV Technology,https://mmcuav.com,https://www.linkedin.com/company/mmc-uav,,,
Nearmap Analytics,nearmap.com,https://nearmap.com,https://www.linkedin.com/company/nearmap,Mapping & Surveying,high
Nearthlab,nearthlab.com,https://nearthlab.com,https://www.linkedin.com/company/nearthlab,Inspection (Energy / Infrastructure),high
Nearthlab Europe,https://nearthlab.com,https://www.linkedin.com/company/nearthlab,,,
Northrop Grumman,northropgrumman.com,https://www.northropgrumman.com,https://www.linkedin.com/company/northrop-grumman,Defense,high
Ondas Networks / American Robotics,ondas.com,https://ondas.com,https://www.linkedin.com/company/ondas-networks,Inspection (Energy / Infrastructure),high
OneSky Systems,onesky.xyz,https://onesky.xyz,https://www.linkedin.com/company/onesky,Software & Autonomy,high
OpenWorks Engineering,openworksengineering.com,https://openworksengineering.com,https://www.linkedin.com/company/openworks-engineering,Counter-UAS / Security,high
Parrot,parrot.com,https://www.parrot.com,https://www.linkedin.com/company/parrot,Hardware,high
Parrot Drones SAS,https://www.parrot.com,https://www.linkedin.com/company/parrot,,,
PDW (Performance Drone Works),pdw.ai,https://pdw.ai,https://www.linkedin.com/company/performance-drone-works,Defense,high
PerceptIn,perceptin.io,https://perceptin.io,https://www.linkedin.com/company/perceptin,Software & Autonomy,high
Percepto Robotics,percepto.co,https://percepto.co,https://www.linkedin.com/company/percepto,Inspection (Energy / Infrastructure),high
Phoenix LiDAR Systems,https://phoenixlidar.com,https://www.linkedin.com/company/phoenix-lidar-systems,https://www.linkedin.com/company/phoenix-lidar-systems,,medium
Pix4D,pix4d.com,https://pix4d.com,https://www.linkedin.com/company/pix4d,Mapping & Surveying,high
Precision AI,https://precision.ai,https://www.linkedin.com/company/precision-ai,https://www.linkedin.com/company/precision-ai,,low
PrecisionHawk,precisionhawk.com,https://precisionhawk.com,https://www.linkedin.com/company/precisionhawk,Inspection (Energy / Infrastructure),high
Propeller Aero,propelleraero.com,https://propelleraero.com,https://www.linkedin.com/company/propeller-aero,Mapping & Surveying,high
Pyka,pyka.com,https://pyka.com,https://www.linkedin.com/company/pyka,Hardware,high
Pyka Agriculture,https://pyka.com,https://www.linkedin.com/company/pyka,,,
QinetiQ,qinetiq.com,https://qinetiq.com,https://www.linkedin.com/company/qinetiq,Defense,high
Quantum Systems,quantum-systems.com,https://quantum-systems.com,https://www.linkedin.com/company/quantum-systems-gmbh,Defense,high
Quantum-Systems Inc (US branch),https://quantum-systems.com,https://www.linkedin.com/company/quantum-systems-gmbh,,,
Raytheon Technologies,rtx.com,https://rtx.com,https://www.linkedin.com/company/raytheon-technologies,Defense,high
Red Cat Holdings,redcat.red,https://redcat.red,https://www.linkedin.com/company/red-cat-holdings,Defense,high
Redbird (Airware legacy ops),https://redbirdflight.com,https://www.linkedin.com/company/redbird-flight,https://www.linkedin.com/company/redbird-flight,,medium
Reliable Robotics,reliable.co,https://reliable.co,https://www.linkedin.com/company/reliable-robotics,Software & Autonomy,high
Reliable Robotics Systems,https://reliable.co,https://www.linkedin.com/company/reliable-robotics,,,
Rheinmetall,rheinmetall.com,https://rheinmetall.com,https://www.linkedin.com/company/rheinmetall,Defense,high
RigiTech,rigi.tech,https://rigi.tech,https://www.linkedin.com/company/rigitech,Logistics (Delivery / BVLOS Ops),high
RigiTech Drone Logistics,https://rigi.tech,https://www.linkedin.com/company/rigitech,,,
RMUS (Rocky Mountain Unmanned Systems),rmus.com,https://rmus.com,https://www.linkedin.com/company/rmus,Training & Services,high
Robin Radar Systems,robinradar.com,https://robinradar.com,https://www.linkedin.com/company/robin-radar-systems,Counter-UAS / Security,high
Robodrone,https://robodrone.com,https://www.linkedin.com/company/robodrone,https://www.linkedin.com/company/robodrone,,high
Robotnik Automation,robotnik.eu,https://robotnik.eu,https://www.linkedin.com/company/robotnik-automation,Hardware,high
Routescene,https://routescene.com,https://www.linkedin.com/company/routescene,https://www.linkedin.com/company/routescene,,low
Saab,saab.com,https://www.saab.com,https://www.linkedin.com/company/saab,Defense,high
Sabrewing Aircraft,https://sabrewingaircraft.com,https://www.linkedin.com/company/sabrewing-aircraft-company,,,
Sabrewing Aircraft Company,sabrewingaircraft.com,https://sabrewingaircraft.com,https://www.linkedin.com/company/sabrewing-aircraft-company,Logistics (Delivery / BVLOS Ops),high
Safran Electronics & Defense,safran-group.com,https://safran-group.com,https://www.linkedin.com/company/safran,Defense,high
Sagetech Avionics,sagetech.com,https://sagetech.com,https://www.linkedin.com/company/sagetech-avionics,Hardware,high
Schiebel,schiebel.net,https://schiebel.net,https://www.linkedin.com/company/schiebel,Defense,high
senseFly SA,https://www.sensefly.com,https://www.linkedin.com/company/sensefly,https://www.linkedin.com/company/sensefly,,low
Sensofusion,sensofusion.com,https://sensofusion.com,https://www.linkedin.com/company/sensofusion,Counter-UAS / Security,high
Sentera,https://sentera.com,https://www.linkedin.com/company/sentera,https://www.linkedin.com/company/sentera,,low
Shareridge Drone Services,https://shareridge.ie,https://www.linkedin.com/company/shareridge,https://www.linkedin.com/company/shareridge,,high
Shield AI,shield.ai,https://shield.ai,https://www.linkedin.com/company/shield-ai,Defense,high
Silent Arrow,silent-arrow.com,https://silent-arrow.com,https://www.linkedin.com/company/silent-arrow,Logistics (Delivery / BVLOS Ops),high
SimActive,simactive.com,https://simactive.com,https://www.linkedin.com/company/simactive,Mapping & Surveying,high
Sky-Futures,sky-futures.com,https://sky-futures.com,https://www.linkedin.com/company/sky-futures,Inspection (Energy / Infrastructure),high
Sky-Futures USA,https://sky-futures.com,https://www.linkedin.com/company/sky-futures,,,
Skycart,skycartsystems.com,https://skycartsystems.com,https://www.linkedin.com/company/skycartsystems,Logistics (Delivery / BVLOS Ops),high
Skycart Systems Inc,https://skycartsystems.com,https://www.linkedin.com/company/skycartsystems,,,
Skycatch,skycatch.com,https://skycatch.com,https://www.linkedin.com/company/skycatch,Mapping & Surveying,high
Skycision,https://skycision.com,https://www.linkedin.com/company/skycision,https://www.linkedin.com/company/skycision,,low
Skydio,skydio.com,https://www.skydio.com,https://www.linkedin.com/company/skydio,Hardware,high
Skydio Inc,https://www.skydio.com,https://www.linkedin.com/company/skydio,,,
SkyDrive,skydrive2020.com,https://skydrive2020.com,https://www.linkedin.com/company/skydrive,Hardware,high
SkyDrive Inc,https://skydrive2020.com,https://www.linkedin.com/company/skydrive,,,
Skydweller Aero,skydweller.aero,https://skydweller.aero,https://www.linkedin.com/company/skydweller-aero,Hardware,high
Skydweller Aero Solar,https://skydweller.aero,https://www.linkedin.com/company/skydweller-aero,,,
Skyfire Consulting,skyfireconsulting.com,https://skyfireconsulting.com,https://www.linkedin.com/company/skyfire-consulting,Training & Services,high
Skyfish,skyfish.ai,https://skyfish.ai,https://www.linkedin.com/company/skyfish,Hardware,high
Skyfish Inc,https://skyfish.ai,https://www.linkedin.com/company/skyfish,,,
Skyfront,skyfront.com,https://skyfront.com,https://www.linkedin.com/company/skyfront,Hardware,high
SkyGrid,https://skygrid.com,https://www.linkedin.com/company/skygrid,https://www.linkedin.com/company/skygrid,,low
Skyports,skyports.net,https://skyports.net,https://www.linkedin.com/company/skyports,Logistics (Delivery / BVLOS Ops),high
Skyports Drone Services,https://skyports.net,https://www.linkedin.com/company/skyports,,,
SkyScape Industries,https://skyscapeindustries.com,https://www.linkedin.com/company/skyscape-industries,https://www.linkedin.com/company/skyscape-industries,,low
Skyward (Verizon),skyward.io,https://skyward.io,https://www.linkedin.com/company/verizon-skyward,Software & Autonomy,high
SkyX,skyx.com,https://skyx.com,https://www.linkedin.com/company/skyx,Inspection (Energy / Infrastructure),high
Space53,space53.nl,https://space53.nl,https://www.linkedin.com/company/space53,Training & Services,high
Squarehead Technology,squarehead.com,https://squarehead.com,https://www.linkedin.com/company/squarehead-technology,Counter-UAS / Security,high
SwissDrones,swissdrones.com,https://swissdrones.com,https://www.linkedin.com/company/swissdrones,Logistics (Delivery / BVLOS Ops),high
Swoop Aero,swoop.aero,https://swoop.aero,https://www.linkedin.com/company/swoop-aero,Logistics (Delivery / BVLOS Ops),high
Swoop Aero Medical Delivery,https://swoop.aero,https://www.linkedin.com/company/swoop-aero,,,
Teal Drones (Red Cat),tealdrones.com,https://tealdrones.com,https://www.linkedin.com/company/teal-drones,Defense,high
Tekever,tekever.com,https://tekever.com,https://www.linkedin.com/company/tekever,Defense,high
Teledyne FLIR,flir.com,https://www.flir.com,https://www.linkedin.com/company/flir-systems,Hardware,high
Terra Drone Arabia,https://terra-drone.com.sa,https://www.linkedin.com/company/terra-drone-arabia,https://www.linkedin.com/company/terra-drone-arabia,,high
Terra Drone Indonesia,https://terra-drone.co.id,https://www.linkedin.com/company/terra-drone-indonesia,https://www.linkedin.com/company/terra-drone-indonesia,,high
Terra Inspectioneering,terrainsp.com,https://terrainsp.com,https://www.linkedin.com/company/terra-inspectioneering,Inspection (Energy / Infrastructure),high
Thales,thalesgroup.com,https://www.thalesgroup.com,https://www.linkedin.com/company/thales,Defense,high
UAV America,https://uavamerica.com,https://www.linkedin.com/company/uav-america,https://www.linkedin.com/company/uav-america,,high
UAV Coach,uavcoach.com,https://uavcoach.com,https://www.linkedin.com/company/uav-coach,Training & Services,high
UAV Factory,uavfactory.com,https://www.uavfactory.com,https://www.linkedin.com/company/uav-factory,Hardware,high
UAV Navigation (Grupo Oesía),uavnavigation.com,https://uavnavigation.com,https://www.linkedin.com/company/uav-navigation,Software & Autonomy,high
UAV Works,https://uavworks.com,https://www.linkedin.com/company/uav-works,https://www.linkedin.com/company/uav-works,,high
UAVenture,uaventure.com,https://uaventure.com,https://www.linkedin.com/company/uaventure,Inspection (Energy / Infrastructure),high
uAvionix,uavionix.com,https://uavionix.com,https://www.linkedin.com/company/uavionix,Hardware,high
UAVIQ,uaviq.com,https://uaviq.com,https://www.linkedin.com/company/uaviq,Inspection (Energy / Infrastructure),high
UAVOS,uavos.com,https://uavos.com,https://www.linkedin.com/company/uavos,Hardware,high
UgCS (SPH Engineering),ugcs.com,https://ugcs.com,https://www.linkedin.com/company/sph-engineering,Software & Autonomy,high
Ukrspecsystems Group,ukrspecsystems.com,https://ukrspecsystems.com,https://www.linkedin.com/company/ukrspecsystems,Defense,high
Unifly,unifly.aero,https://unifly.aero,https://www.linkedin.com/company/unifly,Software & Autonomy,high
Unitree Robotics,unitree.com,https://unitree.com,https://www.linkedin.com/company/unitree-robotics,Hardware,high
Unmanned Life,unmanned.life,https://unmanned.life,https://www.linkedin.com/company/unmanned-life,Software & Autonomy,high
Unmanned Valley,unmannedvalley.nl,https://unmannedvalley.nl,https://www.linkedin.com/company/unmanned-valley,Training & Services,high
Vertical Aerospace,vertical-aerospace.com,https://vertical-aerospace.com,https://www.linkedin.com/company/vertical-aerospace,Hardware,high
Vertical Aerospace Ltd,https://vertical-aerospace.com,https://www.linkedin.com/company/vertical-aerospace,,,
Volansi,volansi.com,https://volansi.com,https://www.linkedin.com/company/volansi,Logistics (Delivery / BVLOS Ops),high
Volatus Aerospace Corp,https://volatusaerospace.com,https://www.linkedin.com/company/volatus-aerospace,https://www.linkedin.com/company/volatus-aerospace,,medium
Volocopter,volocopter.com,https://www.volocopter.com,https://www.linkedin.com/company/volocopter,Hardware,high
Volocopter GmbH,https://www.volocopter.com,https://www.linkedin.com/company/volocopter,,,
Wing,wing.com,https://wing.com,https://www.linkedin.com/company/wing-,Logistics (Delivery / BVLOS Ops),high
Wingcopter,wingcopter.com,https://wingcopter.com,https://www.linkedin.com/company/wingcopter,Logistics (Delivery / BVLOS Ops),high
Wingcopter GmbH,https://wingcopter.com,https://www.linkedin.com/company/wingcopter,,,
WingXpand,https://wingxpand.com,https://www.linkedin.com/company/wingxpand,https://www.linkedin.com/company/wingxpand,,low
XAG,https://xag.com,https://www.linkedin.com/company/xag,https://www.linkedin.com/company/xag,,low
Xwing,xwing.com,https://xwing.com,https://www.linkedin.com/company/xwing,Software & Autonomy,high
Xwing Autonomous Aviation,https://xwing.com,https://www.linkedin.com/company/xwing,,,
Yuneec,yuneec.com,https://yuneec.com,https://www.linkedin.com/company/yuneec-international,Hardware,high
Yuneec International,https://yuneec.com,https://www.linkedin.com/company/yuneec-international,,,
Zero Zero Robotics,zerorobotics.io,https://zerorobotics.io,https://www.linkedin.com/company/zero-zero-robotics,Hardware,high
Zero Zero Robotics Inc,https://zerorobotics.io,https://www.linkedin.com/company/zero-zero-robotics,,,
Zipline,flyzipline.com,https://flyzipline.com,https://www.linkedin.com/company/flyzipline,Logistics (Delivery / BVLOS Ops),high
Zipline International,https://flyzipline.com,https://www.linkedin.com/company/flyzipline,,,
